Muscle_Group,Equipment,Exercise,Description,,,,,,,,,,,,,,muscle_group_id,muscle_group,,equipment_id,equipment,,,id,muscle_group_id,equipment_id,name,description
Calves,Dumbbells,Dumbbell Seated Tibialis Raise,A seated exercise lifting toes while holding dumbbell on foot.,,"('Calves', 'Dumbbells', 'Dumbbell Seated Tibialis Raise', 'A seated exercise lifting toes while holding dumbbell on foot.'),",,,,,,,,,,,,,,,,,,,203,4,4,Dumbbell Seated Tibialis Raise,A seated exercise lifting toes while holding dumbbell on foot.
Calves,Dumbbells,Dumbbell Standing Tibialis Raise,A standing exercise lifting toes while holding dumbbell on foot.,,"('Calves', 'Dumbbells', 'Dumbbell Standing Tibialis Raise', 'A standing exercise lifting toes while holding dumbbell on foot.'),",,,,,,,,,,,,,,,,,,,204,4,4,Dumbbell Standing Tibialis Raise,A standing exercise lifting toes while holding dumbbell on foot.
Calves,Machine,Machine Horizontal Leg Press Calf Jump,An explosive calf exercise using leg press machine with jumping component.,,"('Calves', 'Machine', 'Machine Horizontal Leg Press Calf Jump', 'An explosive calf exercise using leg press machine with jumping component.'),",,,,,,,,,,,,,,,,,,,205,4,5,Machine Horizontal Leg Press Calf Jump,An explosive calf exercise using leg press machine with jumping component.
Calves,Machine,Machine Horizontal Leg Press Calf Raise,A calf raise performed on horizontal leg press machine.,,"('Calves', 'Machine', 'Machine Horizontal Leg Press Calf Raise', 'A calf raise performed on horizontal leg press machine.'),",,,,,,,,,,,,,,,,,,,206,4,5,Machine Horizontal Leg Press Calf Raise,A calf raise performed on horizontal leg press machine.
Calves,Machine,Machine Seated Calf Raises,A seated calf exercise using specialized machine for consistent resistance.,,"('Calves', 'Machine', 'Machine Seated Calf Raises', 'A seated calf exercise using specialized machine for consistent resistance.'),",,,,,,,,,,,,,,,,,,,207,4,5,Machine Seated Calf Raises,A seated calf exercise using specialized machine for consistent resistance.
Calves,Machine,Machine Standing Calf Raises,A standing calf exercise using specialized machine for consistent resistance.,,"('Calves', 'Machine', 'Machine Standing Calf Raises', 'A standing calf exercise using specialized machine for consistent resistance.'),",,,,,,,,,,,,,,,,,,,208,4,5,Machine Standing Calf Raises,A standing calf exercise using specialized machine for consistent resistance.
Calves,Smith Machine,Smith Machine Calf Raise,A standing calf raise using Smith machine bar across shoulders.,,"('Calves', 'Smith Machine', 'Smith Machine Calf Raise', 'A standing calf raise using Smith machine bar across shoulders.'),",,,,,,,,,,,,,,,,,,,209,4,6,Smith Machine Calf Raise,A standing calf raise using Smith machine bar across shoulders.
Calves,Smith Machine,Smith Machine Seated Calf Raise,A seated calf raise using Smith machine bar across knees.,,"('Calves', 'Smith Machine', 'Smith Machine Seated Calf Raise', 'A seated calf raise using Smith machine bar across knees.'),",,,,,,,,,,,,,,,,,,,210,4,6,Smith Machine Seated Calf Raise,A seated calf raise using Smith machine bar across knees.
Chest,Barbell,Barbell Larsen Bench Press,A bench press with legs elevated and feet not touching ground to reduce leg drive.,,"('Chest', 'Barbell', 'Barbell Larsen Bench Press', 'A bench press with legs elevated and feet not touching ground to reduce leg drive.'),",,,,,,,,,,,,,,,,,,,211,5,1,Barbell Larsen Bench Press,A bench press with legs elevated and feet not touching ground to reduce leg drive.
Chest,Barbell,Barbell Hooklying Bench Press,A bench press with feet on bench and knees bent to eliminate leg drive.,,"('Chest', 'Barbell', 'Barbell Hooklying Bench Press', 'A bench press with feet on bench and knees bent to eliminate leg drive.'),",,,,,,,,,,,,,,,,,,,212,5,1,Barbell Hooklying Bench Press,A bench press with feet on bench and knees bent to eliminate leg drive.
Chest,Barbell,Barbell Bench Press,A horizontal pressing exercise lying on bench with barbell.,,"('Chest', 'Barbell', 'Barbell Bench Press', 'A horizontal pressing exercise lying on bench with barbell.'),",,,,,,,,,,,,,,,,,,,213,5,1,Barbell Bench Press,A horizontal pressing exercise lying on bench with barbell.
Chest,Barbell,Barbell High Incline Bench Press,A pressing exercise on high incline bench to target upper chest and front deltoids.,,"('Chest', 'Barbell', 'Barbell High Incline Bench Press', 'A pressing exercise on high incline bench to target upper chest and front deltoids.'),",,,,,,,,,,,,,,,,,,,214,5,1,Barbell High Incline Bench Press,A pressing exercise on high incline bench to target upper chest and front deltoids.
Chest,Barbell,Barbell Incline Bench Press,A pressing exercise on incline bench to target upper chest.,,"('Chest', 'Barbell', 'Barbell Incline Bench Press', 'A pressing exercise on incline bench to target upper chest.'),",,,,,,,,,,,,,,,,,,,215,5,1,Barbell Incline Bench Press,A pressing exercise on incline bench to target upper chest.
Chest,Barbell,Barbell Close Grip Bench Press,A bench press with hands positioned narrower than shoulder width to target triceps.,,"('Chest', 'Barbell', 'Barbell Close Grip Bench Press', 'A bench press with hands positioned narrower than shoulder width to target triceps.'),",,,,,,,,,,,,,,,,,,,216,5,1,Barbell Close Grip Bench Press,A bench press with hands positioned narrower than shoulder width to target triceps.
Chest,Barbell,Barbell Floor Press,A pressing exercise performed on floor to limit range of motion and emphasize triceps.,,"('Chest', 'Barbell', 'Barbell Floor Press', 'A pressing exercise performed on floor to limit range of motion and emphasize triceps.'),",,,,,,,,,,,,,,,,,,,217,5,1,Barbell Floor Press,A pressing exercise performed on floor to limit range of motion and emphasize triceps.
Chest,Barbell,Barbell Spoto Press,A bench press with pause holding bar above chest to eliminate stretch reflex.,,"('Chest', 'Barbell', 'Barbell Spoto Press', 'A bench press with pause holding bar above chest to eliminate stretch reflex.'),",,,,,,,,,,,,,,,,,,,218,5,1,Barbell Spoto Press,A bench press with pause holding bar above chest to eliminate stretch reflex.
Chest,Bodyweight,Push Up,A horizontal pressing exercise in prone position using bodyweight resistance.,,"('Chest', 'Bodyweight', 'Push Up', 'A horizontal pressing exercise in prone position using bodyweight resistance.'),",,,,,,,,,,,,,,,,,,,219,5,2,Push Up,A horizontal pressing exercise in prone position using bodyweight resistance.
Chest,Bodyweight,Ring Standing Chest Fly,A chest fly performed standing with gymnastic rings for increased stabilization.,,"('Chest', 'Bodyweight', 'Ring Standing Chest Fly', 'A chest fly performed standing with gymnastic rings for increased stabilization.'),",,,,,,,,,,,,,,,,,,,220,5,2,Ring Standing Chest Fly,A chest fly performed standing with gymnastic rings for increased stabilization.
Chest,Cables,Cable Bench Chest Fly,A horizontal fly movement using cable resistance while lying on flat bench.,,"('Chest', 'Cables', 'Cable Bench Chest Fly', 'A horizontal fly movement using cable resistance while lying on flat bench.'),",,,,,,,,,,,,,,,,,,,221,5,3,Cable Bench Chest Fly,A horizontal fly movement using cable resistance while lying on flat bench.
Chest,Cables,Cable Decline Bench Chest Fly,A fly movement on decline bench using cable resistance to target lower chest.,,"('Chest', 'Cables', 'Cable Decline Bench Chest Fly', 'A fly movement on decline bench using cable resistance to target lower chest.'),",,,,,,,,,,,,,,,,,,,222,5,3,Cable Decline Bench Chest Fly,A fly movement on decline bench using cable resistance to target lower chest.
Chest,Cables,Cable Incline Bench Press,A pressing movement on incline bench using cable resistance.,,"('Chest', 'Cables', 'Cable Incline Bench Press', 'A pressing movement on incline bench using cable resistance.'),",,,,,,,,,,,,,,,,,,,223,5,3,Cable Incline Bench Press,A pressing movement on incline bench using cable resistance.
Chest,Cables,Cable Incline Chest Fly,A fly movement on incline bench using cable resistance to target upper chest.,,"('Chest', 'Cables', 'Cable Incline Chest Fly', 'A fly movement on incline bench using cable resistance to target upper chest.'),",,,,,,,,,,,,,,,,,,,224,5,3,Cable Incline Chest Fly,A fly movement on incline bench using cable resistance to target upper chest.
Chest,Cables,Cable Pec Fly,A standing horizontal adduction movement using cable to target chest.,,"('Chest', 'Cables', 'Cable Pec Fly', 'A standing horizontal adduction movement using cable to target chest.'),",,,,,,,,,,,,,,,,,,,225,5,3,Cable Pec Fly,A standing horizontal adduction movement using cable to target chest.
Chest,Cables,Cable Single Arm Bench Chest Fly,A unilateral fly movement on bench using cable resistance.,,"('Chest', 'Cables', 'Cable Single Arm Bench Chest Fly', 'A unilateral fly movement on bench using cable resistance.'),",,,,,,,,,,,,,,,,,,,226,5,3,Cable Single Arm Bench Chest Fly,A unilateral fly movement on bench using cable resistance.
Chest,Cables,Cable Single Arm Decline Bench Chest Fly,A unilateral fly on decline bench using cable resistance.,,"('Chest', 'Cables', 'Cable Single Arm Decline Bench Chest Fly', 'A unilateral fly on decline bench using cable resistance.'),",,,,,,,,,,,,,,,,,,,227,5,3,Cable Single Arm Decline Bench Chest Fly,A unilateral fly on decline bench using cable resistance.
Chest,Cables,Cable Single Arm Incline Chest Fly,A unilateral fly on incline bench using cable resistance.,,"('Chest', 'Cables', 'Cable Single Arm Incline Chest Fly', 'A unilateral fly on incline bench using cable resistance.'),",,,,,,,,,,,,,,,,,,,228,5,3,Cable Single Arm Incline Chest Fly,A unilateral fly on incline bench using cable resistance.
Chest,Cables,Cable Bench Press,A horizontal pressing exercise using cable resistance while lying on bench.,,"('Chest', 'Cables', 'Cable Bench Press', 'A horizontal pressing exercise using cable resistance while lying on bench.'),",,,,,,,,,,,,,,,,,,,229,5,3,Cable Bench Press,A horizontal pressing exercise using cable resistance while lying on bench.
Chest,Cables,Cable Chest Press,A standing horizontal pressing movement using cable resistance.,,"('Chest', 'Cables', 'Cable Chest Press', 'A standing horizontal pressing movement using cable resistance.'),",,,,,,,,,,,,,,,,,,,230,5,3,Cable Chest Press,A standing horizontal pressing movement using cable resistance.
Chest,Cables,Cable Decline Bench Press,A pressing movement on decline bench using cable resistance to target lower chest.,,"('Chest', 'Cables', 'Cable Decline Bench Press', 'A pressing movement on decline bench using cable resistance to target lower chest.'),",,,,,,,,,,,,,,,,,,,231,5,3,Cable Decline Bench Press,A pressing movement on decline bench using cable resistance to target lower chest.
Chest,Cables,Cable Decline Single Arm Bench Press,A unilateral pressing movement on decline bench using cable resistance.,,"('Chest', 'Cables', 'Cable Decline Single Arm Bench Press', 'A unilateral pressing movement on decline bench using cable resistance.'),",,,,,,,,,,,,,,,,,,,232,5,3,Cable Decline Single Arm Bench Press,A unilateral pressing movement on decline bench using cable resistance.
Chest,Cables,Cable Single Arm Bench Press,A unilateral pressing movement on flat bench using cable resistance.,,"('Chest', 'Cables', 'Cable Single Arm Bench Press', 'A unilateral pressing movement on flat bench using cable resistance.'),",,,,,,,,,,,,,,,,,,,233,5,3,Cable Single Arm Bench Press,A unilateral pressing movement on flat bench using cable resistance.
Chest,Cables,Cable Single Arm Incline Bench Press,A unilateral pressing movement on incline bench using cable resistance.,,"('Chest', 'Cables', 'Cable Single Arm Incline Bench Press', 'A unilateral pressing movement on incline bench using cable resistance.'),",,,,,,,,,,,,,,,,,,,234,5,3,Cable Single Arm Incline Bench Press,A unilateral pressing movement on incline bench using cable resistance.
Chest,Dumbbells,Dumbbell Chest Fly,A horizontal adduction movement lying on flat bench with dumbbells.,,"('Chest', 'Dumbbells', 'Dumbbell Chest Fly', 'A horizontal adduction movement lying on flat bench with dumbbells.'),",,,,,,,,,,,,,,,,,,,235,5,4,Dumbbell Chest Fly,A horizontal adduction movement lying on flat bench with dumbbells.
Chest,Dumbbells,Dumbbell Decline Chest Fly,A fly movement on decline bench using dumbbells to target lower chest.,,"('Chest', 'Dumbbells', 'Dumbbell Decline Chest Fly', 'A fly movement on decline bench using dumbbells to target lower chest.'),",,,,,,,,,,,,,,,,,,,236,5,4,Dumbbell Decline Chest Fly,A fly movement on decline bench using dumbbells to target lower chest.
Chest,Dumbbells,Dumbbell Incline Chest Fly,A fly movement on incline bench using dumbbells to target upper chest.,,"('Chest', 'Dumbbells', 'Dumbbell Incline Chest Fly', 'A fly movement on incline bench using dumbbells to target upper chest.'),",,,,,,,,,,,,,,,,,,,237,5,4,Dumbbell Incline Chest Fly,A fly movement on incline bench using dumbbells to target upper chest.
Chest,Dumbbells,Dumbbell Internally Rotated Chest Fly,A fly with internal rotation to better target chest fibers.,,"('Chest', 'Dumbbells', 'Dumbbell Internally Rotated Chest Fly', 'A fly with internal rotation to better target chest fibers.'),",,,,,,,,,,,,,,,,,,,238,5,4,Dumbbell Internally Rotated Chest Fly,A fly with internal rotation to better target chest fibers.
Chest,Dumbbells,Dumbbell Internally Rotated Incline Chest Fly,An incline fly with internal rotation to better target upper chest fibers.,,"('Chest', 'Dumbbells', 'Dumbbell Internally Rotated Incline Chest Fly', 'An incline fly with internal rotation to better target upper chest fibers.'),",,,,,,,,,,,,,,,,,,,239,5,4,Dumbbell Internally Rotated Incline Chest Fly,An incline fly with internal rotation to better target upper chest fibers.
Chest,Dumbbells,Dumbbell Bench Press,A horizontal pressing exercise lying on bench with dumbbells.,,"('Chest', 'Dumbbells', 'Dumbbell Bench Press', 'A horizontal pressing exercise lying on bench with dumbbells.'),",,,,,,,,,,,,,,,,,,,240,5,4,Dumbbell Bench Press,A horizontal pressing exercise lying on bench with dumbbells.
Chest,Dumbbells,Dumbbell Decline Bench Press,A pressing exercise on decline bench with dumbbells to target lower chest.,,"('Chest', 'Dumbbells', 'Dumbbell Decline Bench Press', 'A pressing exercise on decline bench with dumbbells to target lower chest.'),",,,,,,,,,,,,,,,,,,,241,5,4,Dumbbell Decline Bench Press,A pressing exercise on decline bench with dumbbells to target lower chest.
Chest,Dumbbells,Dumbbell Decline Neutral Bench Press,A decline press using neutral grip (palms facing each other) to target inner chest.,,"('Chest', 'Dumbbells', 'Dumbbell Decline Neutral Bench Press', 'A decline press using neutral grip (palms facing each other) to target inner chest.'),",,,,,,,,,,,,,,,,,,,242,5,4,Dumbbell Decline Neutral Bench Press,A decline press using neutral grip (palms facing each other) to target inner chest.
Chest,Dumbbells,Dumbbell Decline Alternating Single Arm Press,A unilateral press on decline bench alternating arms for core engagement.,,"('Chest', 'Dumbbells', 'Dumbbell Decline Alternating Single Arm Press', 'A unilateral press on decline bench alternating arms for core engagement.'),",,,,,,,,,,,,,,,,,,,243,5,4,Dumbbell Decline Alternating Single Arm Press,A unilateral press on decline bench alternating arms for core engagement.
Chest,Dumbbells,Dumbbell Decline Guillotine Bench Press,A decline press bringing dumbbells to neck area for upper chest emphasis.,,"('Chest', 'Dumbbells', 'Dumbbell Decline Guillotine Bench Press', 'A decline press bringing dumbbells to neck area for upper chest emphasis.'),",,,,,,,,,,,,,,,,,,,244,5,4,Dumbbell Decline Guillotine Bench Press,A decline press bringing dumbbells to neck area for upper chest emphasis.
